N=14: closed subgroup classes = 2866 (orbit-partition decomposition, a(14)=a(13)+f(14)=1316+1550; IR canonical form)
  orders: 1(x1) 2(x7) 3(x3) 4(x43) 5(x1) 6(x30) 7(x1) 8(x138) 9(x3) 10(x7) 12(x79) 14(x3) 16(x194) 18(x17) 20(x18) 21(x1) 22(x1) 24(x128) 26(x1) 28(x4) 30(x3) 32(x182) 36(x38) 40(x24) 42(x2) 44(x1) 48(x157) 52(x1) 56(x4) 60(x10) 64(x138) 72(x53) 78(x1) 80(x21) 84(x3) 96(x135) 100(x1) 108(x3) 112(x4) 120(x15) 128(x87) 132(x1) 140(x1) 144(x75) 160(x11) 168(x4) 180(x3) 192(x102) 196(x1) 200(x5) 216(x12) 224(x1) 240(x22) 256(x45) 280(x1) 288(x85) 320(x5) 336(x4) 360(x6) 384(x75) 392(x1) 400(x6) 432(x23) 480(x29) 504(x1) 512(x21) 576(x67) 600(x1) 640(x4) 648(x1) 672(x3) 720(x17) 768(x44) 800(x4) 864(x19) 960(x22) 1008(x1) 1024(x8) 1152(x45) 1200(x2) 1280(x3) 1296(x4) 1440(x18) 1536(x19) 1600(x1) 1680(x1) 1728(x17) 1792(x1) 1920(x12) 2016(x1) 2048(x1) 2160(x5) 2304(x32) 2400(x3) 2560(x1) 2592(x8) 2880(x23) 3072(x11) 3360(x1) 3456(x16) 3840(x6) 4320(x10) 4608(x24) 4800(x3) 5040(x2) 5184(x9) 5760(x24) 6144(x4) 6912(x13) 7200(x2) 7680(x5) 7776(x1) 8640(x11) 9216(x11) 9600(x1) 10080(x5) 10368(x6) 11520(x14) 12960(x1) 13824(x5) 14400(x2) 15120(x1) 15360(x3) 15552(x1) 17280(x7) 18432(x3) 20160(x4) 20736(x2) 23040(x6) 25920(x2) 27648(x5) 28800(x6) 30240(x3) 30720(x1) 31104(x2) 34560(x7) 40320(x5) 41472(x3) 43200(x1) 46080(x4) 50400(x1) 51840(x4) 55296(x2) 57600(x6) 60480(x3) 62208(x1) 69120(x4) 70560(x1) 80640(x4) 82944(x2) 86400(x2) 92160(x3) 100800(x1) 103680(x2) 115200(x4) 120960(x4) 138240(x2) 155520(x1) 161280(x4) 165888(x1) 172800(x2) 181440(x1) 230400(x1) 241920(x6) 276480(x1) 322560(x4) 345600(x1) 362880(x2) 403200(x1) 414720(x1) 483840(x2) 518400(x2) 604800(x1) 645120(x2) 691200(x1) 725760(x3) 829440(x1) 967680(x1) 1036800(x3) 1209600(x1) 1451520(x3) 1935360(x2) 2073600(x1) 2177280(x1) 2903040(x2) 3628800(x3) 4354560(x1) 4838400(x1) 7257600(x2) 8709120(x1) 14515200(x2) 21772800(x1) 25401600(x1) 29030400(x2) 39916800(x1) 43545600(x1) 50803200(x1) 79833600(x1) 87091200(x1) 239500800(x1) 479001600(x1) 958003200(x1) 6227020800(x1) 87178291200(x1)
--- order 1 (x1) ---
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90
0 0 1 0 1 1 2 3 4 5 2 4 5 3 6 2 5 3 4 6 6 7 8 8 8 9 9 9 10 11 11 11 12 12 12 13 14 15 15 15 16 16 16 17 18 19 20 20 20 21 21 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 25 28 26 27 30 31 29 32 33 34 35 36 25 27 28 26 31 29 30 32 33 34 35 36 36
0 0 1 0 1 1 2 3 4 5 2 4 5 3 6 2 5 3 4 6 6 7 8 9 10 11 12 13 7 9 10 8 13 11 12 14 7 10 8 9 12 13 11 14 14 15 16 16 16 17 17 17 18 18 18 19 20 21 22 23 24 25 26 27 28 29 19 22 20 21 24 25 23 27 28 26 29 30 19 21 22 20 25 23 24 28 26 27 29 30 30
--- order 4 (x43) ---
0 0 1 0 2 2 0 2 2 1 3 4 4 4 4 5 6 6 6 6 7 8 9 9 9 9 10 11 12 13 13 13 13 14 15 16 17 18 19 20 21 22 23 24 25 17 20 21 19 18 22 23 24 25 26 17 21 20 18 19 22 23 24 25 26 27 17 19 18 21 20 22 23 24 25 27 26 26 28 29 29 29 29 30 31 32 33 34 34 34 34
0 0 1 0 2 2 0 2 2 1 3 4 4 5 5 3 5 5 4 4 6 7 8 8 8 8 9 9 10 11 11 11 11 12 12 13 14 15 16 17 18 19 20 21 22 14 17 18 16 15 20 19 21 22 23 14 18 17 15 16 20 19 21 22 23 24 14 16 15 18 17 19 20 21 22 24 23 23 25 26 26 26 26 27 27 28 29 30 30 30 30
0 0 1 0 2 2 0 2 2 1 3 4 4 5 5 3 5 5 4 4 6 7 8 8 9 9 10 11 7 9 9 8 8 11 10 12 13 14 15 16 17 18 19 20 21 13 16 17 15 14 19 18 21 20 22 13 17 16 14 15 19 18 21 20 22 23 13 15 14 17 16 18 19 20 21 23 22 22 24 25 25 25 25 26 26 27 27 28 28 28 28
0 0 1 0 2 2 0 2 2 1 3 4 5 6 7 3 6 7 5 4 8 3 7 6 4 5 8 9 3 5 4 7 6 9 8 8 10 11 12 13 14 15 16 17 18 10 14 13 11 12 16 18 15 17 19 10 13 14 12 11 17 15 18 16 19 20 10 12 11 14 13 18 17 16 15 20 19 19 21 22 22 22 22 23 23 23 23 24 24 24 24
0 0 1 0 2 3 0 3 2 1 4 5 5 5 5 6 7 7 7 7 8 9 10 10 10 10 11 12 13 14 14 14 14 15 16 17 18 19 20 21 22 23 24 25 26 18 22 21 20 19 23 24 25 26 27 18 21 22 19 20 23 24 25 26 28 29 18 20 19 22 21 23 24 25 26 29 28 27 30 31 31 31 31 32 33 34 35 36 36 36 36
0 0 1 0 2 3 0 3 2 1 4 5 6 5 6 4 6 5 6 5 7 8 9 10 10 9 11 11 8 10 9 9 10 11 11 12 13 14 15 16 17 18 19 20 21 13 17 16 15 14 19 18 20 21 22 13 16 17 14 15 18 19 21 20 23 24 13 15 14 17 16 19 18 21 20 24 23 22 25 26 26 26 26 27 27 28 28 29 29 29 29
0 0 1 0 2 3 0 3 2 1 4 5 6 6 5 4 6 5 5 6 7 8 9 9 9 9 10 10 11 12 12 12 12 13 13 14 15 16 17 18 19 20 21 22 23 15 19 18 17 16 20 21 22 23 24 15 18 19 16 17 21 20 22 23 25 26 15 17 16 19 18 21 20 22 23 26 25 24 27 28 28 28 28 29 29 30 31 32 32 32 32
0 0 1 0 2 3 0 3 2 1 4 5 6 6 5 4 6 5 5 6 7 8 9 10 10 9 11 12 8 10 9 9 10 12 11 13 14 15 16 17 18 19 20 21 22 14 18 17 16 15 19 20 21 22 23 14 17 18 15 16 20 19 22 21 24 25 14 16 15 18 17 20 19 22 21 25 24 23 26 27 27 27 27 28 28 29 29 30 30 30 30
0 0 1 0 2 3 0 3 2 1 4 5 6 7 8 4 8 7 6 5 9 4 7 8 5 6 10 11 4 6 5 8 7 11 10 9 12 13 14 15 16 17 18 19 20 12 16 15 14 13 18 17 20 19 21 12 15 16 13 14 19 20 17 18 22 23 12 14 13 16 15 20 19 18 17 23 22 21 24 25 25 25 25 26 26 26 26 27 27 27 27
0 0 1 2 3 3 2 3 3 4 5 6 6 7 7 5 6 6 7 7 8 9 10 10 11 11 12 12 13 14 14 15 15 16 16 17 18 19 20 21 22 23 24 25 26 18 19 20 22 21 24 23 25 26 27 18 20 19 21 22 24 23 25 26 28 29 18 20 19 22 21 23 24 25 26 29 28 27 30 31 31 32 32 33 33 34 35 36 36 36 36
0 0 1 2 3 3 2 3 3 4 5 6 6 7 7 5 6 6 7 7 8 9 10 10 11 11 12 13 9 10 10 11 11 13 12 14 15 16 17 18 19 20 21 22 23 15 16 17 19 18 21 20 23 22 24 15 17 16 18 19 21 20 23 22 25 26 15 17 16 19 18 20 21 22 23 26 25 24 27 28 28 29 29 30 30 31 31 32 32 32 32
0 0 1 2 3 3 2 3 3 4 5 6 6 7 7 8 9 9 10 10 11 12 13 13 14 14 15 16 17 18 18 19 19 20 21 22 23 24 24 25 25 26 27 28 29 30 31 31 32 33 34 35 36 37 38 30 31 31 33 32 34 35 36 37 38 39 40 41 42 43 43 44 45 46 47 48 49 49 40 42 41 43 43 44 45 46 47 48 49 49 50
0 0 1 2 3 3 2 3 3 4 5 6 6 7 7 8 9 9 10 10 11 12 13 13 14 14 15 16 17 18 18 19 19 20 21 22 23 24 25 26 27 28 29 30 31 23 24 25 27 26 28 29 30 31 32 23 25 24 26 27 28 29 30 31 33 34 23 25 24 27 26 28 29 30 31 34 33 32 35 36 36 37 37 38 39 40 41 42 42 42 42
0 0 1 2 3 3 2 3 3 4 5 6 6 7 8 5 6 6 8 7 9 10 11 11 12 12 13 13 14 15 15 16 16 17 17 18 19 20 20 21 21 22 22 23 24 25 26 26 27 28 29 30 31 32 33 25 26 26 28 27 30 29 31 32 33 34 35 36 37 38 38 39 39 40 41 42 43 43 35 37 36 38 38 39 39 40 41 42 43 43 44
0 0 1 2 3 3 2 3 3 4 5 6 6 7 8 5 6 6 8 7 9 10 11 11 12 12 13 13 14 15 15 16 16 17 17 18 19 20 21 22 23 24 25 26 27 19 20 21 23 22 25 24 26 27 28 19 21 20 22 23 24 25 26 27 29 30 19 21 20 23 22 25 24 26 27 30 29 28 31 32 32 33 33 34 34 35 36 37 37 37 37
0 0 1 2 3 3 2 3 3 4 5 6 6 7 8 5 6 6 8 7 9 10 11 11 12 13 14 15 10 11 11 13 12 15 14 16 17 18 18 19 19 20 20 21 21 22 23 23 24 25 26 27 28 29 30 22 23 23 25 24 27 26 29 28 30 31 32 33 34 35 35 36 36 37 37 38 39 39 32 34 33 35 35 36 36 37 37 38 39 39 40
0 0 1 2 3 3 2 3 3 4 5 6 6 7 8 5 6 6 8 7 9 10 11 11 12 13 14 15 10 11 11 13 12 15 14 16 17 18 19 20 21 22 23 24 25 17 18 19 21 20 23 22 25 24 26 17 19 18 20 21 22 23 24 25 27 28 17 19 18 21 20 23 22 25 24 28 27 26 29 30 30 31 31 32 32 33 33 34 34 34 34
0 0 1 2 3 3 4 5 5 6 7 8 8 9 10 11 12 12 13 14 15 16 17 17 18 19 20 21 22 23 23 24 25 26 27 28 29 30 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 37 39 38 40 41 42 43 44 45 46 47 48 49 49 50 51 52 53 54 55 56 57 57 48 49 49 50 51 52 53 54 55 56 57 57 58
0 0 1 2 3 3 4 5 5 6 7 8 8 9 10 11 12 12 13 14 15 16 17 17 18 19 20 21 22 23 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 29 30 31 32 33 34 35 36 37 38 29 31 30 32 33 34 35 36 37 39 40 29 31 30 32 33 34 35 36 37 40 39 38 41 42 42 43 44 45 46 47 48 49 49 49 49
0 0 1 2 3 4 2 4 3 5 6 7 7 8 8 6 7 7 8 8 9 10 11 11 12 12 13 14 10 11 11 12 12 14 13 15 16 17 17 18 18 19 19 20 20 21 22 22 23 23 24 25 26 27 28 21 22 22 23 23 25 24 27 26 28 29 30 31 32 33 34 35 35 36 36 37 38 38 30 32 31 34 33 35 35 36 36 37 38 38 39
0 0 1 2 3 4 2 4 3 5 6 7 7 8 8 6 7 7 8 8 9 10 11 11 12 12 13 14 10 11 11 12 12 14 13 15 16 17 18 19 20 21 22 23 24 16 17 18 19 20 22 21 24 23 25 16 18 17 20 19 21 22 23 24 26 27 16 18 17 20 19 22 21 24 23 27 26 25 28 29 29 30 30 31 31 32 32 33 33 33 33
0 0 1 2 3 4 2 4 3 5 6 7 7 8 8 9 10 10 11 11 12 13 14 14 15 15 16 17 18 19 19 20 20 21 22 23 24 25 25 26 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 31 33 32 35 34 36 37 38 39 40 41 42 43 43 44 44 45 46 47 48 49 50 50 42 43 43 44 44 45 46 47 48 49 50 50 51
0 0 1 2 3 4 2 4 3 5 6 7 7 8 8 9 10 10 11 11 12 13 14 14 15 15 16 17 18 19 19 20 20 21 22 23 24 25 26 27 28 29 30 31 32 24 25 26 27 28 29 30 31 32 33 24 26 25 28 27 29 30 31 32 34 35 24 26 25 28 27 29 30 31 32 35 34 33 36 37 37 38 38 39 40 41 42 43 43 43 43
0 0 1 2 3 4 2 4 3 5 6 7 8 9 10 6 8 7 10 9 11 12 13 13 14 14 15 15 16 17 17 18 18 19 19 20 21 22 22 23 23 24 24 25 26 27 28 29 30 31 32 33 34 35 36 27 29 28 31 30 33 32 34 35 36 37 38 39 39 40 40 41 41 42 43 44 45 45 38 39 39 40 40 41 41 42 43 44 45 45 46
0 0 1 2 3 4 2 4 3 5 6 7 8 9 10 6 8 7 10 9 11 12 13 13 14 14 15 15 16 17 17 18 18 19 19 20 21 22 23 24 25 26 27 28 29 21 22 23 24 25 26 27 28 29 30 21 23 22 25 24 27 26 28 29 31 32 21 23 22 25 24 27 26 28 29 32 31 30 33 34 34 35 35 36 36 37 38 39 39 39 39
0 0 1 2 3 4 2 4 3 5 6 7 8 9 10 6 8 7 10 9 11 12 13 14 15 16 17 18 12 14 13 16 15 18 17 19 20 21 21 22 22 23 23 24 24 25 26 27 28 29 30 31 32 33 34 25 27 26 29 28 31 30 33 32 34 35 36 37 37 38 38 39 39 40 40 41 42 42 36 37 37 38 38 39 39 40 40 41 42 42 43
0 0 1 2 3 4 2 4 3 5 6 7 8 9 10 6 8 7 10 9 11 12 13 14 15 16 17 18 12 14 13 16 15 18 17 19 20 21 22 23 24 25 26 27 28 20 21 22 23 24 25 26 27 28 29 20 22 21 24 23 26 25 28 27 30 31 20 22 21 24 23 26 25 28 27 31 30 29 32 33 33 34 34 35 35 36 36 37 37 37 37
0 1 1 1 1 0 2 2 3 3 3 3 2 2 4 5 5 6 6 7 8 6 6 5 5 8 7 9 10 10 11 11 12 13 14 15 11 11 10 10 13 12 15 14 16 17 18 19 20 21 22 23 24 25 26 19 20 18 17 22 21 24 23 26 25 27 20 19 17 18 22 21 24 23 26 25 27 28 18 17 20 19 21 22 23 24 25 26 28 27 27
0 1 1 1 1 0 2 3 4 5 4 5 3 2 6 5 4 2 3 6 7 3 2 5 4 7 6 6 8 8 9 9 10 11 11 10 9 9 8 8 11 10 10 11 12 13 14 15 16 17 18 19 20 21 22 16 15 13 14 18 20 17 19 22 21 23 15 16 14 13 19 17 20 18 22 21 23 24 14 13 16 15 20 19 18 17 21 22 24 23 23
0 1 1 1 1 2 3 3 4 5 3 3 5 4 6 7 7 8 9 10 11 7 7 9 8 11 10 12 13 13 14 15 16 17 18 19 13 13 15 14 17 16 19 18 20 21 21 22 23 24 25 26 27 28 29 21 21 23 22 25 24 27 26 29 28 30 31 32 33 33 34 34 35 35 36 36 37 37 32 31 33 33 34 34 35 35 36 36 37 37 38
0 1 2 2 1 0 3 3 4 4 4 4 3 3 5 6 6 7 7 8 9 7 7 6 6 9 8 10 11 11 12 12 13 14 15 16 12 12 11 11 14 13 16 15 17 18 19 19 18 20 20 21 21 22 22 19 18 18 19 20 20 21 21 22 22 23 24 25 24 25 26 26 27 27 28 28 29 29 25 24 25 24 26 26 27 27 28 28 29 29 30
0 1 2 2 1 0 3 4 3 4 4 3 4 3 5 6 7 7 6 8 8 7 6 6 7 8 8 9 10 11 11 10 12 12 13 14 11 10 10 11 12 12 14 13 15 16 17 17 16 18 18 19 20 21 22 17 16 16 17 18 18 20 19 22 21 23 24 25 24 25 26 27 28 28 29 29 30 30 25 24 25 24 27 26 28 28 29 29 30 30 31
0 1 2 2 1 0 3 4 4 3 4 3 3 4 5 6 6 7 7 8 8 7 7 6 6 8 8 9 10 10 11 11 12 12 13 14 11 11 10 10 12 12 14 13 15 16 17 17 16 18 19 20 20 21 21 17 16 16 17 19 18 20 20 21 21 22 23 24 23 24 25 25 26 26 27 27 28 28 24 23 24 23 25 25 26 26 27 27 28 28 29
0 1 2 2 1 0 3 4 4 3 4 3 3 4 5 6 7 7 6 8 9 7 6 6 7 9 8 10 11 12 12 11 13 14 15 16 12 11 11 12 14 13 16 15 17 18 19 19 18 20 21 22 23 24 25 19 18 18 19 21 20 23 22 25 24 26 27 28 27 28 29 29 30 30 31 31 32 32 28 27 28 27 29 29 30 30 31 31 32 32 33
0 1 2 2 1 0 3 4 4 3 4 3 3 4 5 6 7 7 6 8 9 7 6 6 7 9 8 10 11 12 13 14 15 16 17 18 14 13 12 11 15 16 17 18 19 13 14 11 12 16 15 18 17 20 21 12 11 14 13 16 15 18 17 21 20 19 22 23 23 22 24 25 26 27 28 28 29 29 23 22 22 23 25 24 27 26 29 29 28 28 30
0 1 2 2 1 0 3 4 5 6 6 5 4 3 7 5 6 3 4 8 9 4 3 6 5 9 8 7 10 10 11 11 12 13 13 12 11 11 10 10 13 12 12 13 14 15 16 16 15 17 17 18 18 19 19 16 15 15 16 18 18 17 17 19 19 20 21 22 21 22 23 24 23 24 25 25 26 26 22 21 22 21 24 23 24 23 25 25 26 26 27
0 1 2 2 1 0 3 4 5 6 6 5 4 3 7 5 6 3 4 8 9 4 3 6 5 9 8 7 10 11 11 10 12 12 13 13 11 10 10 11 13 13 12 12 14 15 16 16 15 17 17 18 18 19 20 16 15 15 16 18 18 17 17 20 19 21 22 23 22 23 24 25 24 25 26 26 27 27 23 22 23 22 25 24 25 24 26 26 27 27 28
0 1 2 2 1 0 3 4 5 6 6 5 4 3 7 5 6 3 4 8 9 4 3 6 5 9 8 7 10 11 12 13 14 15 16 17 13 12 11 10 15 14 17 16 18 12 13 10 11 16 17 14 15 19 20 11 10 13 12 17 16 15 14 20 19 18 21 22 22 21 23 23 24 24 25 25 26 26 22 21 21 22 24 24 23 23 26 26 25 25 27
0 1 2 2 1 3 4 4 5 5 4 4 5 5 6 7 7 8 8 9 10 7 7 8 8 10 9 11 12 12 13 13 14 15 16 17 12 12 13 13 15 14 17 16 18 19 19 20 20 21 22 23 24 25 26 19 19 20 20 22 21 24 23 26 25 27 28 29 30 31 32 32 33 33 34 34 35 35 29 28 31 30 32 32 33 33 34 34 35 35 36
0 1 2 2 1 3 4 5 6 7 5 4 7 6 8 9 10 11 12 13 14 10 9 12 11 14 13 15 16 17 18 19 20 21 22 23 16 17 18 19 20 21 22 23 24 17 16 19 18 21 20 23 22 25 26 17 16 19 18 21 20 23 22 26 25 24 27 28 29 30 31 32 33 34 35 35 36 36 28 27 30 29 32 31 34 33 36 36 35 35 37
0 1 2 2 1 3 4 5 6 7 5 4 7 6 8 9 10 11 12 13 14 10 9 12 11 14 13 15 16 17 18 19 20 21 22 23 17 16 19 18 21 20 23 22 24 25 26 27 28 29 30 31 32 33 34 26 25 28 27 30 29 32 31 34 33 35 36 36 37 37 38 38 39 39 40 40 41 41 36 36 37 37 38 38 39 39 40 40 41 41 42
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 36 37 38 39 40 41 42 43 44 45 36 37 38 39 40 41 42 43 44 46 47 36 37 38 39 40 41 42 43 44 47 46 45 48 49 50 51 52 53 54 55 56 57 57 57 57
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 66 56 57 58 59 60 61 62 63 64 65 66 66 67
--- order 5 (x1) ---
0 0 1 0 1 2 0 2 2 1 0 2 1 2 1 3 4 4 4 4 4 5 6 6 6 6 6 7 8 9 10 11 12 13 14 15 8 12 11 13 10 9 14 15 16 8 13 12 10 9 11 14 15 16 17 8 10 13 9 11 12 14 15 17 16 17 8 11 9 12 13 10 14 15 17 17 16 16 18 19 19 19 19 19 20 21 22 22 22 22 22
--- order 6 (x30) ---
0 0 0 1 1 1 1 1 1 2 3 3 3 4 5 3 3 3 5 4 6 7 7 7 8 9 10 11 7 7 7 9 8 11 10 12 13 13 13 14 15 16 17 18 19 13 13 13 15 14 17 16 19 18 20 21 22 23 24 24 25 25 26 26 27 27 22 23 21 24 24 25 25 26 26 27 27 28 23 21 22 24 24 25 25 26 26 27 27 28 28
0 0 0 1 2 3 2 3 1 4 3 1 2 4 4 5 6 7 8 9 10 6 7 5 10 8 9 11 7 5 6 9 10 8 11 11 12 12 12 13 13 13 14 14 14 12 12 12 13 13 13 14 14 14 15 16 17 18 19 20 21 22 23 24 25 25 18 16 17 20 21 19 23 24 22 25 25 26 17 18 16 21 19 20 24 22 23 25 25 26 26
0 0 1 0 1 1 2 3 3 3 2 3 3 3 4 5 6 6 6 7 7 8 9 9 9 10 10 11 12 13 13 13 14 14 15 16 17 18 18 18 19 20 21 22 23 17 18 18 18 20 19 21 22 23 24 25 26 27 28 29 29 30 31 32 33 33 25 27 28 26 29 29 30 31 32 33 33 34 25 28 26 27 29 29 30 31 32 33 33 34 34
0 0 1 0 1 1 2 3 3 3 2 3 3 3 4 5 6 6 6 7 8 5 6 6 6 8 7 9 10 11 11 11 12 12 13 13 14 15 15 15 16 17 18 19 20 14 15 15 15 17 16 19 18 20 21 22 23 24 25 26 26 27 27 28 29 29 22 24 25 23 26 26 27 27 28 29 29 30 22 25 23 24 26 26 27 27 28 29 29 30 30
